author	inferreddate	shorttitle	place	genres	first_name	estimated_gender
Drake, Nathan	1824.0	Noontide leisure, or, Sketches in summer : outlines from nature and imagination, and including a tale of the days of Shakspeare	enk		Nathan	m
	1824.0	Munchausen at the pole; or The surprising and wonderful adventures of a voyage of discovery: consisting of some of the most marvellous exploits ever performed by man; together with a correct list of the curiosities brought home and deposited in the Museum and Tower of London	enk			unknown
Ferrier, Susan	1824.0	The inheritance	stk		Susan	f
Swift, Jonathan	1824.0	The novels of Swift, Bage, and Cumberland: viz. Gulliver's travels	enk		Jonathan	m
Roscoe, Thomas	1824.0	Tales of humour, gallantry, & romance, selected and translated from the Italian	enk		Thomas	m
Burns, Robert	1824.0	The works of Robert Burns ;	enk		Robert	m
Cottin	1824.0	Elizabeth; or, The exiles of Siberia	enk		Cottin	unknown
St. Leger, Barry	1824.0	Some account of the life of the late Gilbert Earle, esq	enk		Barry	m
Ward, Catherine G. (Catherine George)	1824.0	The fisher's daughter, or, The wanderings of Wolf and the fortunes of Alfred	enk		Catherine	f
Smith, Aaron	1824.0	The atrocities of the pirates; being a faithful narrative of the unparalleled sufferings endured by the author during his captivity among the pirates of the island of Cuba; with an account of the excesses and barbarities of those inhuman freebooters	enk		Aaron	m
Maturin, Charles Robert	1824.0	The Albigenses	enk		Charles	m
Thurtell, John	1824.0	Pierce Egan's account of the trial of John Thurtell and Joseph Hunt	enk		John	m
Medwin, Thomas	1824.0	Conversations of Lord Byron	enk		Thomas	m
Porter, Jane	1824.0	Duke Christian of Luneburg	enk		Jane	f
Strauss, Friedrich	1824.0	Helon's pilgrimage to Jerusalem	enk		Friedrich	m
Edgeworth, Maria	1824.0	Early lessons	enk		Maria	f
Pope, Alexander	1824.0	Life of the author	enk		Alexander	m
Pope, Alexander	1824.0	Miscellaneous poems	enk		Alexander	m
Pope, Alexander	1824.0	The Dunciad	enk		Alexander	m
Pope, Alexander	1824.0	Essays on man and moral epistles	enk		Alexander	m
Pope, Alexander	1824.0	Satires	enk		Alexander	m
Pope, Alexander	1824.0	Correspondence	enk		Alexander	m
Pope, Alexander	1824.0	The works of Alexander Pope, esq. with notes and illustrations by himself and others. To which are added, a new life of the author, an estimate of his poetical character and writings, and occasional remarks	enk		Alexander	m
Gordon, John	1824.0	A short history of the adventures of a London reviewer	stk		John	m
Scott, Walter, Sir	1824.0	Redgauntlet : a tale of the eighteenth century	enk	Novel	Walter	m
	1824.0	Caprice; or, Anecdotes of the Listowel family	enk			unknown
M'Donogh, Felix	1824.0	The highlanders	enk		Felix	m
M'Donogh, Felix	1824.0	The highlanders : a tale	enk		Felix	m
	1824.0	Much to blame	enk			unknown
Moore, Margaret King	1824.0	The sisters of Nansfield	enk		Margaret	f
Roche, Regina Maria	1824.0	The tradition of the castle;	enk		Regina	f
Gaspey, Thomas	1824.0	The witch-finder	enk		Thomas	m
Combe, William	1824.0	Letters between Amelia in London and her mother in the country :	enk		William	m
Scott, Walter, Sir	1824.0	The pirate. The fortunes of Nigel	stk		Walter	m
Scott, Walter, Sir	1824.0	The fortunes of Nigel. Peveril of the Peak	stk		Walter	m
Scott, Walter, Sir	1824.0	Peveril of the Peak. Quentin Durward	stk		Walter	m
Holland, John	1824.0	The old arm-chair : or, Recollections of a bachelor : a tale	enk		John	m
Richardson, Samuel	1824.0	The novels of Samuel Richardson, esq. : viz. Pamela, Clarissa Harlowe, and Sir Charles Grandison in three volumes, to which is prefixed a memoir of the life of the author	enk		Samuel	m
Dillon, Henry Augustus Dillon-Lee	1824.0	Rosaline de Vere	enk		Henry	m
Jones, Hannah Maria	1824.0	The forged note; or, Julian and Marianne. A moral tale, founded on recent facts	enk		Hannah	f
Fielding, Henry	1824.0	Journey to next world. Joseph Andrews	enk		Henry	m
Fielding, Henry	1824.0	Joseph Andrews. Tom Jones	enk		Henry	m
Fielding, Henry	1824.0	Tom Jones. Miscellanies	enk		Henry	m
	1824.0	Claudine, or Humility, the basis of all the virtures. A Swiss tale	enk			unknown
Hofland, (Barbara), Mrs	1824.0	A father as he should be; a novel	enk		Barbara	f
Ward, Catherine G. (Catherine George)	1824.0	Family portraits, or, Descendents of Trelawney	enk		Catherine	f
Ollier, Charles	1824.0	Inesilla, or The tempter : a romance with other tales	enk		Charles	m
Sedgwick, Catharine Maria	1824.0	Redwood : a tale	enk		Catharine	f
Smollett, T. (Tobias)	1824.0	st pt	enk		Tobias	m
Smollett, T. (Tobias)	1824.0	d pt	enk		Tobias	m
Smollett, T. (Tobias)	1824.0	th pt. The regicide, a tragedy. The reprisal, a comedy. Advice, asatire. Reproof, a satire. Tears of Scotland. To fix her were a task, a song. Burlesque ode. Ode to mirth. Ode to sleep. Ode to Blu-ey'd Ann. Ode to independence	enk		Tobias	m
Smollett, T. (Tobias)	1824.0	nd pt. Expediti	enk		Tobias	m
Smollett, T. (Tobias)	1824.0	The miscellaneous works of Tobias Smollett, M.D., with a life of the author	enk		Tobias	m
	1824.0	The bravo of Perth, or Voorn the robber. Containing the uncommon adventures, depredations and miraculous escapes of a bold and resolute Scotch robber	enk			unknown
Hook, James	1824.0	Percy Mallory [a novel]	stk		James	m
Hughs	1824.0	A mother's care rewarded	enk		Hughs	unknown
Mitford, Mary Russell	1825.0	Our village sketches of rural character and scenery	enk		Mary	f
Mason, Catherine George Ward, Mrs	1825.0	The fisher's daughter; or, The wanderings of Wolf, & the fortunes of Alfred, being the sequel to that so greatly admired and popular work, entitled, The cottage on the cliff	enk		Catherine	f
Wilson, John	1825.0	The foresters. By the author of Lights and shadows of Scottish life; and The trials of Margaret Lyndsay	stk		John	m
Hook, Theodore Edward	1825.0	The Man of many friends (concluded), Doubts and fears, Passion and principle	enk		Theodore	m
Hook, Theodore Edward	1825.0	Passion and principle (concluded	enk		Theodore	m
Bedford, John Harman	1825.0	Wanderings of Childe Harolde. A romance of real life. Interspersed with memoirs of the English wife, the foreign mistress, and various other characters	enk		John	m
	1825.0	English life; or, Manners at home. In four pictures	enk			unknown
Jewsbury, Maria Jane	1825.0	Phantasmagoria; or, Sketches of life and literature	enk		Maria	f
Ward, R. Plumer (Robert Plumer)	1825.0	Tremaine;	enk		Robert	m
Vieusseux, André	1825.0	Anselmo: a tale of Italy	enk		Andr	unknown
Neal, John	1825.0	Brother Jonathan: or, The New Englanders	stk		John	m
Pyne, W. H. (William Henry)	1825.0	The twenty-ninth of May	enk		William	m
	1825.0	The Abduction, or, The adventures of Major Sarney	enk			unknown
	1825.0	The Abduction, or, The adventures of Major Sarney : a story of the times of Charles the Second	enk			unknown
De Quincey, Thomas	1825.0	Walladmor	enk		Thomas	m
Kennedy, Grace	1825.0	Philip Colville : or, a covenanter's story	stk		Grace	f
Normanby, Constantine Henry Phipps	1825.0	The English in Italy	enk		Constantine	m
Briggs, John	1825.0	The remains of John Briggs	stk		John	m
Crowe, Eyre Evans	1825.0	Old and new light. The Toole's warning	enk		Eyre	unknown
Galt, John	1825.0	The Omen	stk		John	m
O'Sullivan, Samuel	1825.0	College recollections	enk		Samuel	m
Ogle, Nathaniel	1825.0	Memoirs of monkeys, &c. &c	enk		Nathaniel	m
Grattan, Thomas Colley	1825.0	High-ways and by-ways;	enk		Thomas	m
Greville, Robert Fulke	1825.0	Outlines selected from the blotting book of an invalid	enk		Robert	m
Pamplico, John	1825.0	The rebelllion [sic] of the beasts; or, The ass is dead! Long live the ass!!!	enk		John	m
Tieck, Ludwig	1825.0	The pictures;	enk		Ludwig	m
Boswell, Thomas Alexander	1825.0	The journal of an exile	enk		Thomas	m
Grattan, Thomas Colley	1825.0	Caribert, the bear hunter	enk		Thomas	m
Grattan, Thomas Colley	1825.0	The priest and the gard-du-corps	enk		Thomas	m
Normanby, Constantine Henry Phipps	1825.0	Matilda	enk		Constantine	m
	1825.0	The Italian novelists : selected from the most approved authors in that language ; from the earliest period down to the close of the eighteenth century ; arranged in an historical and chronological series	enk			unknown
Litt, W	1825.0	Henry and Mary; a local tale, illustrative of the peculiar habits, customs, and diversions of the inhabitants of the west of Cumberland, during the greater part of the eighteenth and preceding century	enk		W	unknown
Edgeworth, Maria	1825.0	Castle Rackrent. Essay on Irish bulls. The modern Griselda	enk		Maria	f
Edgeworth, Maria	1825.0		enk		Maria	f
Edgeworth, Maria	1825.0	Leonora. Letters on several subjects. An essay on self-justification	enk		Maria	f
Edgeworth, Maria	1825.0	Popular tales. Dramas	enk		Maria	f
Edgeworth, Maria	1825.0	Harrington. Ormond	enk		Maria	f
Pyne, W. H. (William Henry)	1825.0	The twenty-ninth of May: rare doings at the Restoration	enk		William	m
Grattan, Thomas Colley	1825.0	The priest and the garde-du-corps (concluded). The vouée au blanc	enk		Thomas	m
Croker, Thomas Crofton	1825.0	The shefro. The cluricaune. The banshee. The phooka. Thierna na oge.--pt	enk		Thomas	m
Croker, Thomas Crofton	1825.0	The merrow. The dullahan. The firdarrig. Treasure legends. Rocks and stones.--pt	enk		Thomas	m
Croker, Thomas Crofton	1825.0	The elves in Ireland. The elves in Scotland. On the nature of the elves. The Mabinogion and fairy legends of Wales	enk		Thomas	m
Wilkins, George	1825.0	The two rectors	enk		George	m
Freiherr de, La Motte-Fouqué, Friedrich Heinrich Karl	1825.0	The magic ring : a romance	stk		Friedrich	m
Verri, Alessandro	1825.0	The Roman nights at the tomb of the Scipios	stk	Translations into English|Italian fiction	Alessandro	m
Eagles, John	1825.0	The journal of Llewellin Penrose, a seaman	enk		John	m
Banim, John	1825.0	Crohoore of the Bill-hook	enk		John	m
Banim, John	1825.0	Crohoore of the Bill-hook. The fetches	enk		John	m
Banim, John	1825.0	John Doe	enk		John	m
	1825.0	The adventurers	enk			unknown
Lewis, M. G. (Matthew Gregory)	1825.0	Ambition	enk		Matthew	m
Coxe, Frances Clare Adeline	1825.0	The Camisard, or, The Protestants of Languedoc	enk		Frances	f
Kennedy, Grace	1825.0	Dunallan	enk		Grace	f
Hartstonge, Matthew Weld	1825.0	The eve of All-Hallows;	enk		Matthew	m
	1825.0	Husband hunting, or, The mother and daughters	enk			unknown
Lauder, Thomas Dick, Sir	1825.0	Lochandhu	stk		Thomas	m
Ogle, Nathaniel	1825.0	Mariamne	enk		Nathaniel	m
Slingsby, Henry	1825.0	My grandmother's guests and their tales	enk		Henry	m
Glasse, Francis	1825.0	Ned Clinton; or, The commissary	enk		Francis	m
Cleishbotham, Jedediah	1825.0	New landlord's tales	enk		Jedediah	m
Maxwell, W. H. (William Hamilton)	1825.0	O'Hara;	enk		William	m
Harding, Anne Raikes	1825.0	Realities	enk		Anne	f
Sherer, Moyle	1825.0	The story of a life	enk		Moyle	unknown
	1825.0	The writer's clerk, or, The humours of the Scottish metropolis	enk			unknown
Fenton, Elijah	1825.0	Mariamne : an historical novel of Palestine	enk		Elijah	m
Crawfurd, Archibald	1825.0	Tales of my grandmother	stk		Archibald	m
Kennedy, Grace	1825.0	Dunallan, or, Know what you judge : a story	enk		Grace	f
pseud. Mac-Erin O'Tara	1825.0	Thomas Fitz-Gerald, the Lord of Offaley.  A romance of the sixteenth century	enk		Pseud	unknown
	1825.0	Ferdinand Franck : an auto-biographical sketch of the youthful days of a musical student	enk			unknown
Heney, James	1825.0	Agnes : or the sailor's orphan ; with memoirs of the Dudley family	enk		James	m
Hofland, (Barbara), Mrs	1825.0	The daughter-in-law, her father and family	enk		Barbara	f
Maxwell, W. H. (William Hamilton)	1825.0	O'Hara; or, 1798	enk		William	m
Marquess of, Normanby, Constantine Henry Phipps	1825.0	Matilda : a tale of the day	enk		Normanby	unknown
Picard, L.-B. (Louis-Benoît)	1825.0	The Gil Blas of the Revolution	enk		Louis	m
Scott, Walter, Sir	1825.0	Novels and romances of the author of Waverley	stk		Walter	m
novelist. Wilson, Alexander	1825.0	Alice Allan ; The country town, et cet	enk		Alexander	m
Dymond, Edith	1825.0	Eight evenings at school	enk		Edith	f
Lessing, Gotthold Ephraim	1825.0	Fables and parables : with essays on fable and epigram	enk		Gotthold	m
Banim, John	1826.0	The Boyne water : a tale	enk		John	m
Gillies, R. P. (Robert Pearse)	1826.0	Tales of a voyager to the Arctic Ocean	enk		Robert	m
Galt, John	1826.0	The last of the lairds : or, The life and opinions of Malachi Mailings, esq. of Auldbiggings	stk		John	m
marquise de, Govion Broglio Solari, Catherine Hyde	1826.0	Secret memoirs of the royal family of France during the Revolution : with original and authentic anecdotes of contemporary sovereigns, and other distinguished personages of that eventful period	enk		Catherine	f
Roscoe, Thomas	1826.0	Introduction.  Reineke Fuchs (Reynard the Fox) numerous authors and editions of it.  The pleasant history of Reynard the Fox.  Howleglass, the merry jester.  Doctor Faustus	enk		Thomas	m
Roscoe, Thomas	1826.0	K. F. Gottschalck;	enk		Thomas	m
Smith, Horace	1826.0	The Tor hill	enk		Horace	m
Old Sailor	1826.0	Greenwich hospital, a series of naval sketches, descriptive of the life of a man-of-war's man	enk		Old	unknown
Shelley, Mary Wollstonecraft	1826.0	The last man	enk	Novel	Mary	f
Roscoe, Thomas	1826.0	Introduction. Reineke Fuchs (Reynard the Fox) numerous authors and editions of it. The pleasant history of Reynard the Fox Flowleglass, the merry jester. Doctor Faustus	enk		Thomas	m
Roscoe, Thomas	1826.0	P. Eberhardt:	enk		Thomas	m
Roscoe, Thomas	1826.0	J. G. G. Busching:	enk		Thomas	m
Bury, Charlotte Campbell, Lady	1826.0	"""Alla giornata"""	enk		Charlotte	f
Lee, Sophia	1826.0	Canterbury tales of the late Sophia Lee: consisting of The two Emilys, and Pembroke, or The Clergyman's tale	enk		Sophia	f
Hood, Thomas	1826.0	Whims and oddities : in prose and verse, with forty original designs	enk		Thomas	m
Hudson, Marianne Spencer Stanhope	1826.0	Almack's : a novel	enk		Marianne	f
	1826.0	German stories	stk			unknown
Banim, John	1826.0	Tales	enk		John	m
Corbett, M	1826.0	The odd volume	stk		M	unknown
Smith, Horace	1826.0	Brambletye house	enk		Horace	m
Landor, Walter Savage	1826.0	Imaginary conversations of literary men and statesmen	enk		Walter	m
Boswell, Thomas Alexander	1826.0	Recollections of a pedestrian	enk		Thomas	m
Porter, Anna Maria	1826.0	Honor O'Hara. A novel	enk		Anna	f
Porter, Anna Maria	1826.0	Honor O'Hara	enk		Anna	f
Darley, George	1826.0	The labours of idleness; or, Seven nights' entertainments	enk		George	m
	1826.0	Legends of terror! : and tales of the wonderful and the wild : original and select, in prose and verse	enk			unknown
	1826.0	Legends of terror! : and tales of the wonderful and wild ; original and select, in prose and verse / with historical illustrations, and elegant engravings on wood	enk			unknown
	1826.0	Autobiography, a collection of the most instructive and amusing lives ever published	enk			unknown
Piozzi, Hester Lynch	1826.0	Anecdotes of Samuel Johnson, LL.D. during the last twenty years of his life	enk		Hester	f
Head, Francis Bond, Sir	1826.0	Rough notes taken during some rapid journeys across the Pampas and among the Andes	enk		Francis	m
Banim, John	1826.0	Tales by the O'Hara family : second series : comprising the Nowlans, and Peter of the castle	enk		John	m
Cunningham, Allan	1826.0	Paul Jones : a romance	stk		Allan	m
	1826.0	The eccentric traveller	enk			unknown
Wilkins, George	1826.0	The convert	enk		George	m
	1826.0	Memoirs of the margravine of Anspach. Written by herself	enk			unknown
	1826.0	Sephora; a Hebrew tale, descriptive of the country of Palestine, and of the manners and customs of the ancient Israelites	enk			unknown
	1826.0	New Arabian nights' entertainments	enk			unknown
	1826.0	Almack's	enk			unknown
Putney, Charlotte	1826.0	The brazen mask	enk		Charlotte	f
Bray	1826.0	De Foix; or, Sketches of the manners and customs of the fourteenth century	enk		Bray	unknown
Bray, (Anna Eliza), Mrs	1826.0	De Foix; or, Sketches of the manners and customs of the fourteenth century. An historical romance	enk		Anna	f
	1826.0	Eustace Fitz-Richard	enk			unknown
Lister, T. H	1826.0	Granby	enk		T	unknown
St. Leger, Barry	1826.0	Mr. Blount's mss.;	enk		Barry	m
	1826.0	The rebel: a tale	enk			unknown
Kelty, Mary Ann	1826.0	The story of Isabel;	enk		Mary	f
Battersby, John	1826.0	Tell-tale Sophas	enk		John	m
Kelty, Mary Ann	1826.0	"The story of Isabel; by the author of ""The favourite of nature,"" & c"	enk		Mary	f
Bury, Charlotte Campbell, Lady	1826.0	Alla giornata : or, To the day	enk		Charlotte	f
Smith, Horace	1826.0	Brambletye house : or, Cavaliers and roundheads : a novel	enk		Horace	m
