docid,oldauthor,author,authordate,inferreddate,latestcomp,datetype,startdate,enddate,imprint,imprintdate,contents,genres,subjects,geographics,locnum,oclc,place,recordid,instances,allcopiesofwork,copiesin25yrs,enumcron,volnum,title,parttitle,earlyedition,shorttitle,nonficprob,juvenileprob,first_name,estimated_gender,avg_sentence_count,var_sentence_count,avg_line_count,var_line_count,avg_tokens_per_page,var_tokens_per_page,cap_alpha_freq,genre_tag,lcc_category,full_title,stories_match,tales_match
uc2.ark+=13960=t79s1p961,"O'Connor, William Frederick Travers","O'Connor, William Frederick Travers",,1906.0,1906.0,s,1906,    ,"London;Hurst and Blackett, ltd.;1906.",1906,,,,,,5428070.0,enk,7646053,1,1.0,1.0,,,"Folk tales from Tibet, with illustrations by a Tibetan artist and some verses from Tibetan love-songs;",,True,"Folk tales from Tibet, with illustrations by a Tibetan artist and some verses from Tibetan love-songs;",0.284293975541419,0.9989715576424084,William,m,10.46236559139785,13.850734188923576,32.671875,101.501708984375,278.3177083333333,7845.331353081598,2.3,['unknown'],['unknown'],"folk tales from tibet, with illustrations by a tibetan artist and some verses from tibetan love-songs;  folk tales from tibet, with illustrations by a tibetan artist and some verses from tibetan love-songs;",False,True
uc2.ark+=13960=t3vt1hv89,"Houghton, Louise Seymour","Houghton, Louise Seymour",1838-1920.,1906.0,1906.0,s,1906,    ,London;Bickers;1906.,1906,,,Folklore|Slavs|Slavic countries|Tales,,,22375279.0,enk,7662662,1,2.0,2.0,,,The Russian grandmother's wonder tales,,True,The Russian grandmother's wonder tales,0.0433415605616811,0.99346477049896,Louise,f,8.98913043478261,8.353142722117202,25.857526881720432,30.22432506648167,169.41129032258064,1714.6292273673257,1.6,['fiction'],['unknown'],the russian grandmother's wonder tales  the russian grandmother's wonder tales,False,True
nyp.33433074870092,"Duke of Bronte, Hood, Alexander Nelson","Duke of Bronte, Hood, Alexander Nelson",1854-,1906.0,1906.0,s,1906,    ,"London;Hurst and Blackett, limited;1906.",1906,,,,,,10759943.0,enk,7707766,3,3.0,3.0,,,Tales of old Sicily / | $c: by Alexander Nelson Hood.,,True,Tales of old Sicily,0.1641483808310285,0.004122644601225,Hood,unknown,11.3159509202454,21.363365200045163,26.32934131736527,37.86758220086772,250.53592814371257,4475.069068449927,1.5,['fiction'],['unknown'],tales of old sicily / | $c: by alexander nelson hood.  tales of old sicily,False,True
uc2.ark+=13960=t6qz23g78,"Harte, Bret","Harte, Bret",1836-1902.,1906.0,1902.0,s,1906,    ,London;Hutchinson & Co.;1906.,1906,,,,,,14415054.0,enk,9261288,1,1.0,1.0,,,Tales of the Argonauts and selected verse,,True,Tales of the Argonauts and selected verse,0.3030983934250654,0.0166315368981313,Bret,m,14.047297297297296,32.82433954224495,41.45413870246085,61.74677817315538,311.834451901566,4690.692951768939,3.9,['fiction'],['unknown'],tales of the argonauts and selected verse  tales of the argonauts and selected verse,False,True
mdp.39015021269652,"Sir, Scott, Walter","Scott, Walter, Sir",1771-1832.,1907.0,1832.0,s,1907,    ,London;J.M. Dent & co.;New York;E.P. Dutton & co.;1907,1907,The betrothed. -- Chrystal Croftangry. -- Highland widow. -- Two drovers. -- My Aunt Margaret's mirror. -- The tapestried chamber. -- Death of the Laird's Jock.,,"Third, 1189-1192|Crusades",,,7932323.0,enk,122710,1,1.0,1.0,,,"The betrothed, The highland widow, and other tales, | $c: by Sir Walter Scott, bart.",,False,"The betrothed, The highland widow, and other tales",0.1404647254391645,0.0157931544850187,Walter,m,15.125423728813558,44.584268888250506,42.122895622895626,47.865368046344486,488.3299663299664,7326.227822557789,16.1,['urn:uuid:794e5721-925d-4cc8-bc6e-6f33564c42b7'],['english literature'],"the betrothed, the highland widow, and other tales, | $c: by sir walter scott, bart.  the betrothed, the highland widow, and other tales",False,True
mdp.39015010963455,"Lee, Vernon","Lee, Vernon",1856-1935.,1907.0,1907.0,s,1907,    ,London;J. Lane;New York;J. Lane company;1907.,1907,[2d ed.]|Pope Jacynth.--Prince Alberic and the snake lady.--A wedding chest.--The lady and death.--St. Eudæmon and his orange-tree.--The featureless wisdom.,,,,PZ3.P148Po 2,2809346.0,enk,247353,2,2.0,2.0,,,"Pope Jacynth & other fantastic tales, | $c: by Vernon Lee [pseud.]",,True,Pope Jacynth & other fantastic tales,0.5944405558567923,0.0937887774342507,Vernon,m,6.932291666666667,7.594373914930554,24.425,46.674375,206.885,4048.201775,1.6,['fiction'],['fiction and juvenile belles lettres'],"pope jacynth & other fantastic tales, | $c: by vernon lee [pseud.]  pope jacynth & other fantastic tales",False,True
uc1.b4395468,"Fison, Lorimer","Fison, Lorimer",1832-1907.,1907.0,1907.0,s,1907,    ,"London;A. Moring ltd., the De la More press;1907.",1907,"Preface.--Introduction:--How the Livuka men came up to windward, by Inoke (Enoch) Wangka-qele.--How the Tongans came to Fiji, by Ratu Taliaitupou, lord of Naiau.--How the Fijians learned to build canoes, by the lord of Naiau.--The story of the sun-child, by the lord of Naiau.--How the Samoans first got pigs, by the lord of Naiau.--Why the kings of Lakemba are called lords of Naiau, by the lord of Naiau.--How the Fijian ate the sacred cat, by the lord of Naiau.--The story of Longa-Poa, by the lo",,Folklore|Fiji,,,9115686.0,enk,1881139,2,2.0,2.0,,,Tales from old Fiji. | $p: By Lorimer Fison.,,True,Tales from old Fiji. $p: By Lorimer Fison,0.3820633683280839,0.9519492210716454,Lorimer,m,15.809954751131222,95.92768370835977,28.44117647058824,144.55746416213546,319.3193277310924,18778.02408022032,2.7,['unknown'],['unknown'],tales from old fiji. | $p: by lorimer fison.  tales from old fiji. $p: by lorimer fison,False,True
uc2.ark+=13960=t2z31r65n,"Lang, Andrew","Lang, Andrew",1844-1912.,1907.0,1907.0,s,1907,    ,"London;New York [etc.;Longmans, Green, and Co.;1907.",1907,,,,,,19256977.0,enk,6503583,1,1.0,1.0,,,Tales of romance;,,True,Tales of romance;,0.1032076288399864,0.974708103586122,Andrew,m,9.921985815602836,10.36980031185554,29.94,80.33640000000001,214.24,5198.355733333334,2.7,['unknown'],['unknown'],tales of romance;  tales of romance;,False,True
nyp.33433075813620,Voltaire,Voltaire,1694-1778.,1907.0,1778.0,s,1907,    ,London;G. Bell and Sons;1907.,1907,,,French fiction,,,37591572.0,enk,8675172,1,1.0,1.0,,,"Zadig, and other tales, | $c: by Voltaire ... A new translation by Robert Bruce Boswell ...",,False,"Zadig, and other tales",0.3852961739179117,0.1717042931619032,Voltaire,m,17.775933609958507,301.7008315972521,34.07920792079208,241.27293402607583,342.7029702970297,12398.006822860503,3.9,['fiction'],['unknown'],"zadig, and other tales, | $c: by voltaire ... a new translation by robert bruce boswell ...  zadig, and other tales",False,True
uc1.31158002716636,"Berg, Frithjuv","Berg, Frithjuv",1851-1916.,1907.0,1907.0,s,1907,    ,London;Scott;1907.,1907,2d ed.,,Sweden|Fairy tales|Tales,,,15063337.0,enk,10882578,1,1.0,1.0,,,Swedish fairy tales. | $c: Translated by Tyra Engdahl and Jessie Rew. With 107 illus. by E. Beskow and other artists.,,True,Swedish fairy tales,0.2023628760153098,0.9225882800734592,Frithjuv,unknown,13.930501930501933,32.12644414961017,28.08301886792453,101.83461730153078,237.5622641509434,7508.9329156283375,2.8,['unknown'],['unknown'],swedish fairy tales. | $c: translated by tyra engdahl and jessie rew. with 107 illus. by e. beskow and other artists.  swedish fairy tales,False,True
mdp.39015004771799,"Lamb, Charles","Lamb, Charles",1775-1834.,1908.0,1834.0,s,1908,    ,London;New York;H. Frowde;1908,1908,[Oxford ed.]|v.1. Miscellanious prose. Elia. Last essays of Elia.--v.2. Tales for children Poetry for children. Poems. Dramatic works.,,,,,66784380.0,enk,590682,1,1.0,1.0,v.2,2.0,"The works in prose & verse of Charles & Mary Lamb, | $c: ed. by Thomas Hutchinson.",Tales for children Poetry for children. Poems. Dramatic works,False,Tales for children Poetry for children. Poems. Dramatic works,0.367343588525405,0.3578398221690631,Charles,m,15.993055555555555,119.84485918209874,39.245109321058685,52.04233799150116,397.29804372842347,10201.47273495321,8.6,['unknown'],['unknown'],"the works in prose & verse of charles & mary lamb, | $c: ed. by thomas hutchinson. tales for children poetry for children. poems. dramatic works tales for children poetry for children. poems. dramatic works",False,True
uc2.ark+=13960=t6736mz79,"Gordon Smith, Richard","Gordon Smith, Richard",1858-1918.,1908.0,1908.0,s,1908,    ,London;A. & C. Black;1908.,1908,,,,,PZ8.1.G658A,384824.0,enk,1277024,4,4.0,4.0,,,Ancient tales and folklore of Japan,,True,Ancient tales and folklore of Japan,0.7379804539606254,0.1066705360808254,Richard,m,12.440097799511005,38.62782981928611,29.556291390728475,209.87597035217752,243.6843267108168,17516.83412520893,2.8,['fiction'],['fiction and juvenile belles lettres'],ancient tales and folklore of japan  ancient tales and folklore of japan,False,True
uc2.ark+=13960=t6zw19j68,"Bourhill, E. J","Bourhill, E. J, Mrs",,1908.0,1908.0,s,1908,    ,"London;Macmillan and co., limited;1908.",1908,,,,,PZ8.B6444 Fai,4100129.0,enk,1277052,2,2.0,2.0,,,Fairy tales from South Africa;,,True,Fairy tales from South Africa;,0.2516740243218537,0.971073896610568,E,unknown,12.869565217391305,64.33805923125392,31.308243727598565,72.75086394059686,218.3978494623656,3680.02451150422,3.0,['unknown'],['fiction and juvenile belles lettres'],fairy tales from south africa;  fairy tales from south africa;,False,True
mdp.39015019985533,"Lamb, Charles","Lamb, Charles",1775-1834.,1908.0,1834.0,s,1908,    ,London;New York [etc.;T. Nelson and sons;1908,1908,,,,,,43274648.0,enk,1366909,2,2.0,2.0,,,Comedies from Lamb's tales.,,False,Comedies from Lamb's tales,0.1981922769556356,0.9398977264596566,Charles,m,9.762886597938143,33.83037517270698,27.8989898989899,51.68676665646363,292.3838383838384,7817.448627691051,2.6,['unknown'],['unknown'],comedies from lamb's tales.  comedies from lamb's tales,False,True
mdp.39015068585630,"James, Henry","James, Henry",1843-1916.,1908.0,1908.0,m,1908,1909,"London;Macmillan and co., limited;1908-09.",1908-1909,,,,,,22363227.0,enk,1423153,1,1.0,1.0,v.1,1.0,The novels and tales of Henry James.,,True,The novels and tales of Henry James,0.1272173236600226,0.0473363672614484,Henry,m,16.494505494505493,34.740812301251864,30.189090909090908,24.66242644628099,312.0163636363636,3510.6779140495864,2.0,['unknown'],['unknown'],the novels and tales of henry james.  the novels and tales of henry james,False,True
mdp.39015026986987,,,,1908.0,1908.0,s,1908,    ,London;Macmillan & co.;1908.,1908,,,,,,68184037.0,enk,1880292,1,1.0,1.0,,,Grimm's Fairy tales ... | $c: Ed. ... by A.T. Martin ...,,True,Grimm's Fairy tales,0.2975649502304753,0.9610449293227188,,unknown,11.693877551020408,96.88588088296542,25.70873786407767,102.672447921576,271.621359223301,14812.002262230186,1.9,['unknown'],['unknown'],grimm's fairy tales ... | $c: ed. ... by a.t. martin ...  grimm's fairy tales,False,True
uc2.ark+=13960=t0pr7z53h,"Lang, Andrew","Lang, Andrew",1844-1912.,1908.0,1908.0,s,1908,    ,"London;New York [etc.;Longmans, Green and co.;1908.",1908,,,King|Arthur|Juvenile literature,,,2627221.0,enk,6147825,2,2.0,2.0,,,Tales of the Round table;,,True,Tales of the Round table;,0.2966214799025089,0.7085601371293491,Andrew,m,9.236024844720497,17.770379229196404,30.54117647058824,135.6247750865052,200.3823529411765,5426.483217993079,2.2,['unknown'],['unknown'],tales of the round table;  tales of the round table;,False,True
inu.39000005801191,"Fryer, Alfred C. (Alfred Cooper)","Fryer, Alfred C. (Alfred Cooper)",,1908.0,1908.0,s,1908,    ,London;D. Nutt;1908.,1908,,,(OCoLC)fst00995592|(OCoLC)fst00919916|Germany|Harz Mountains|Legends|(OCoLC)fst01241340|Fairy tales,Germany,,4909127.0,enk,6936547,1,1.0,1.0,,,"Fairy tales from the Harz Mountains, | $c: by Alfred C. Fryer. Illustrated by Alice M. Odgers.",,True,Fairy tales from the Harz Mountains,0.1654605174143051,0.9813497612912327,Alfred,m,8.064516129032258,16.757127991675336,19.59509202453988,65.41887161729836,182.3067484662577,7739.231058752683,2.0,['unknown'],['fiction and juvenile belles lettres'],"fairy tales from the harz mountains, | $c: by alfred c. fryer. illustrated by alice m. odgers.  fairy tales from the harz mountains",False,True
uc1.$b379892,"Day, Lal Behari","Day, Lal Behari",1826-1894.,1908.0,1894.0,s,1908,    ,London;Macmillan and co.;1908.,1908,,,"Bengal|India|Tales, Bengali|Folk-lore, Bengali|Tales",,,29667247.0,enk,9454598,1,3.0,2.0,,,"Folk-tales of Bengal, | $c: by the Rev. Lal Behari Day ...",,True,Folk-tales of Bengal,0.6880920261674446,0.3788254663721421,Lal,m,13.127147766323024,15.561153033147932,26.43877551020408,22.94012911286964,285.8469387755102,3943.483374982646,2.4,['unknown'],['unknown'],"folk-tales of bengal, | $c: by the rev. lal behari day ...  folk-tales of bengal",False,True
mdp.39076002184484,"Chaucer, Geoffrey","Chaucer, Geoffrey",d. 1400.,1908.0,1908.0,s,1908,    ,"London;W. Gardner, Darton & Co.;New York;Frederick A. Stokes Company;1908",1908,,,England|Juvenile literature|Canterbury|Christian pilgrims and pilgrimages,,,419962.0,enk,9925772,1,1.0,1.0,,,Tales of the Canterbury pilgrims : | retold from Chaucer & others / | $c: by F.J. Harvey Darton ; with an introduction by F.J. Furnivall and illustrations by Hugh Thomson.,,True,Tales of the Canterbury pilgrims : retold from Chaucer & others,0.3328007804557426,0.929140678199807,Geoffrey,m,15.71919770773639,28.23633631907784,31.57682619647355,136.0123597002709,319.7103274559194,19400.24606462829,2.2,['unknown'],['unknown'],tales of the canterbury pilgrims : | retold from chaucer & others / | $c: by f.j. harvey darton ; with an introduction by f.j. furnivall and illustrations by hugh thomson.  tales of the canterbury pilgrims : retold from chaucer & others,False,True
uc2.ark+=13960=t3dz04s7b,Somadeva Bha?__?__a,Somadeva Bha?__?__a,,1909.0,1909.0,s,1909,    ,London;J. Murray;1909.,1909,,,S????ma-d????va,,,12317711.0,enk,1725569,2,2.0,2.0,,,"The golden town, and other tales from Soma-Deva's ""Ocean of romance-rivers,""",,True,"The golden town, and other tales from Soma-Deva's ""Ocean of romance-rivers,""",0.2024575286353043,0.5276938439195542,Somadeva,unknown,15.617391304347828,18.98404536862004,39.94957983193277,87.0226678906857,379.126050420168,11097.622766753757,2.8,['unknown'],['unknown'],"the golden town, and other tales from soma-deva's ""ocean of romance-rivers,""  the golden town, and other tales from soma-deva's ""ocean of romance-rivers,""",False,True
uc2.ark+=13960=t0bv79z1x,"Poe, Edgar Allan","Poe, Edgar Allan",1809-1849.,1909.0,1849.0, ,1909,    ,London;Sidgwick & Jackson;1909.,1909,,,,,,2612191.0,enk,7682514,1,1.0,1.0,,,Selected tales of mystery,,False,Selected tales of mystery,0.2290552483252617,0.0086040470658041,Edgar,m,14.401197604790418,29.95880096095235,38.04424778761062,46.97444331323256,337.3126843657817,4027.1352668354784,2.8,['fiction'],['unknown'],selected tales of mystery  selected tales of mystery,False,True
mdp.39015009003941,"Andersen, H. C. (Hans Christian)","Andersen, H. C. (Hans Christian)",1805-1875.,1910.0,1875.0,s,1910,    ,London;Macmillan & co.;1910.,1910,The dauntless tin soldier. Thumbelisa. The little mermaid.,,,,,18155949.0,enk,1788050,1,1.0,1.0,,,Three tales of Hans Andersen...,,False,Three tales of Hans Andersen,0.1195263463934212,0.1138412974817265,Hans,m,9.8,13.786666666666669,20.023255813953487,71.83666846944296,205.8488372093024,10929.756219578152,1.7,['unknown'],['unknown'],three tales of hans andersen...  three tales of hans andersen,False,True
mdp.39015008967922,,,,1910.0,1910.0,s,1910,    ,"London;G. Bell and sons, limited;1910.",1910,,,Fairy tales,,,11834898.0,enk,1880293,1,1.0,1.0,V.1,1.0,"Grimm's household tales, | with the author's notes. | $c: Tr. from the German, and ed. by Margaret Hunt, with an introduction by Andrew Lang ...",,True,"Grimm's household tales, with the author's notes",0.5740115228948031,0.6124954578635331,,unknown,24.996370235934663,239.7713116886967,42.535135135135135,138.56588263939616,499.818018018018,8833.366882558234,5.5,['unknown'],['unknown'],"grimm's household tales, | with the author's notes. | $c: tr. from the german, and ed. by margaret hunt, with an introduction by andrew lang ...  grimm's household tales, with the author's notes",False,True
mdp.39015004734995,"James, Grace","James, Grace",,1910.0,1910.0,s,1910,    ,"London;Macmillan and co., limited;1910.",1910,,,Fairy tales|Japan,,,788757.0,enk,1881082,1,2.0,2.0,,,"Green Willow and other Japanese fairy tales, | $c: by Grace James, with forty illustrations in colour by Warwick Goble.",,True,Green Willow and other Japanese fairy tales,0.192837490690238,0.8826385693996431,Grace,f,15.263665594855306,51.32597884637255,25.384146341463413,116.4865779298037,242.6737804878049,12266.66492229328,2.3,['unknown'],['unknown'],"green willow and other japanese fairy tales, | $c: by grace james, with forty illustrations in colour by warwick goble.  green willow and other japanese fairy tales",False,True
